edad,monto_credito,antiguedad_laboral_meses,correo_dominio_gratuito,telefono_verificado,reputacion_negocio,ingresos_declarados,ingresos_declarados_reportados_bis,monto_credito_normalizado,region_operativa_constante,target
54,9949.0,23.0,1,0,0.696,10436.0,10335.0,6.613,1,0
35,4000.0,50.0,0,1,0.688,3326.0,3241.0,2.65,2,0
24,12710.0,153.0,0,1,0.772,11367.0,11610.0,8.516,2,0
42,3155.0,4.0,0,1,0.432,12339.0,12829.0,2.126,1,0
35,7897.0,29.0,1,0,0.991,5032.0,5022.0,5.0,1,0
25,8653.0,6.0,1,1,0.744,18896.0,18259.0,5.72,1,0
57,7027.0,9.0,1,1,0.751,6831.0,6708.0,4.709,1,0
33,10462.0,20.0,0,1,0.73,6885.0,6401.0,6.888,1,0
31,2553.0,33.0,1,1,0.583,3828.0,4063.0,1.701,2,0
37,4303.0,7.0,1,0,0.503,8867.0,8978.0,2.805,1,0
34,3564.0,9.0,1,0,0.642,4217.0,4178.0,2.306,1,0
58,5636.0,5.0,1,1,0.569,5529.0,5424.0,3.705,1,0
64,8708.0,3.0,1,0,0.497,3771.0,3922.0,5.875,1,0
44,6981.0,21.0,0,1,0.901,10040.0,9666.0,4.594,1,0
62,4377.0,57.0,1,1,0.697,13300.0,13616.0,2.859,1,0
34,2263.0,13.0,0,1,0.236,6622.0,6549.0,1.562,1,0
54,6513.0,18.0,1,1,0.704,8526.0,8758.0,4.195,1,0
46,4031.0,4.0,1,0,0.227,13672.0,13368.0,2.654,1,0
51,8661.0,2.0,1,1,0.504,4304.0,4290.0,5.718,1,1
63,2678.0,8.0,0,0,0.828,5396.0,5155.0,1.799,1,0
53,1706.0,17.0,1,1,0.903,10696.0,11192.0,1.103,1,0
64,8181.0,21.0,0,1,0.709,15193.0,15127.0,5.42,1,0
30,6029.0,23.0,0,1,0.655,10399.0,10490.0,3.956,1,0
25,4151.0,78.0,0,0,0.616,5602.0,5517.0,2.733,1,0
41,11786.0,106.0,1,1,0.817,3446.0,3401.0,7.724,2,0
51,12311.0,33.0,1,1,0.635,9800.0,9700.0,7.985,1,1
27,4534.0,89.0,1,1,0.471,9281.0,9221.0,3.041,1,0
22,5423.0,103.0,0,1,0.767,15309.0,15077.0,3.572,1,0
24,2698.0,24.0,0,0,0.763,10803.0,10813.0,1.767,1,0
33,6685.0,15.0,1,1,0.724,9779.0,9597.0,4.511,1,0
40,3771.0,14.0,1,0,0.574,10826.0,10983.0,2.466,1,0
30,11670.0,1.0,0,1,0.651,8278.0,8089.0,7.808,1,0
36,7161.0,29.0,1,0,0.236,11309.0,10708.0,4.855,1,1
53,8330.0,33.0,1,0,0.676,7920.0,7706.0,5.741,1,0
31,9910.0,49.0,0,0,0.642,5055.0,4941.0,6.368,1,0
51,8257.0,12.0,0,0,0.558,13480.0,12974.0,5.591,1,1
37,7867.0,13.0,0,0,0.519,16131.0,16111.0,5.308,1,0
50,6722.0,8.0,1,1,0.636,12245.0,13191.0,4.477,1,0
60,7288.0,64.0,1,1,0.439,5426.0,5631.0,4.901,2,0
42,3967.0,54.0,0,0,0.67,14352.0,15377.0,2.668,1,0
29,5713.0,6.0,0,0,0.75,5220.0,5294.0,3.838,1,0
55,9441.0,15.0,0,0,0.46,8060.0,7836.0,6.125,1,0
63,9103.0,19.0,1,0,0.748,19439.0,20107.0,5.827,2,1
56,2589.0,51.0,0,1,0.451,14098.0,14046.0,1.711,1,0
47,6177.0,7.0,1,1,0.617,20531.0,20909.0,4.127,2,0
28,5281.0,7.0,0,0,0.691,5775.0,5826.0,3.512,2,0
60,6180.0,5.0,1,1,0.761,6279.0,6434.0,3.914,1,0
62,5707.0,46.0,1,1,0.495,7372.0,7070.0,3.666,1,0
39,9417.0,8.0,1,1,0.497,13936.0,14212.0,6.05,1,0
35,2548.0,16.0,1,1,0.318,8413.0,8387.0,1.752,1,0
34,6117.0,70.0,0,0,0.312,4911.0,4938.0,4.105,2,1
64,9842.0,3.0,0,1,0.453,8828.0,8808.0,6.456,1,0
30,6136.0,16.0,1,1,0.546,10387.0,10400.0,4.196,2,1
54,6992.0,5.0,1,1,0.841,10618.0,11299.0,4.871,2,0
20,4244.0,29.0,1,1,0.305,8753.0,8960.0,2.849,1,0
49,3571.0,1.0,1,0,0.628,10949.0,11056.0,2.354,1,0
62,1733.0,27.0,1,0,0.574,7998.0,8271.0,1.088,1,0
60,3353.0,0.0,0,1,0.631,6361.0,6657.0,2.317,2,0
26,4828.0,3.0,1,0,0.612,5943.0,6038.0,3.348,1,0
38,3113.0,21.0,1,1,0.491,5147.0,5412.0,2.017,1,0
47,1592.0,38.0,1,1,0.62,11264.0,11196.0,1.07,1,0
60,8745.0,27.0,0,0,0.569,1950.0,1919.0,5.809,2,0
35,5134.0,19.0,1,1,0.561,21145.0,21580.0,3.3,1,0
55,5585.0,0.0,0,1,0.675,3672.0,3612.0,3.749,2,1
34,2927.0,66.0,1,1,0.1,7889.0,7883.0,1.929,1,0
63,6079.0,29.0,1,1,0.86,10018.0,10489.0,4.015,1,0
21,7227.0,3.0,0,0,0.771,8860.0,8932.0,4.921,1,0
46,3096.0,72.0,1,1,0.413,6899.0,6946.0,2.068,1,0
63,9850.0,22.0,1,1,0.327,5593.0,5837.0,6.445,2,0
34,5328.0,34.0,1,1,0.862,4823.0,4761.0,3.455,2,0
63,7776.0,21.0,1,1,0.607,5622.0,6096.0,5.065,2,0
45,4466.0,72.0,1,1,0.556,12333.0,12541.0,3.002,2,0
33,7818.0,12.0,1,0,0.572,2813.0,2863.0,5.251,2,0
52,8593.0,18.0,1,1,0.394,5225.0,5027.0,5.781,2,0
25,2656.0,16.0,1,1,0.873,13067.0,13214.0,1.693,1,0
50,3894.0,12.0,1,1,0.398,8457.0,8345.0,2.716,1,0
39,3748.0,2.0,0,1,0.755,5622.0,5281.0,2.49,2,0
57,5917.0,6.0,0,1,0.677,10908.0,10899.0,3.862,1,0
57,9595.0,23.0,0,1,0.591,12844.0,12596.0,6.493,1,0
29,2036.0,45.0,1,1,0.545,13672.0,13770.0,1.379,1,0
61,5890.0,19.0,1,1,0.6,16705.0,16997.0,3.919,1,0
39,4186.0,5.0,0,0,1.0,9145.0,9534.0,2.833,1,0
52,8945.0,28.0,1,0,0.884,11613.0,11241.0,6.065,1,0
42,5613.0,23.0,1,1,0.475,23154.0,22730.0,3.648,2,0
35,8551.0,17.0,0,1,1.0,8848.0,8768.0,5.477,1,0
21,4852.0,13.0,1,1,0.706,7647.0,7466.0,3.172,1,0
48,9711.0,12.0,1,1,0.768,8131.0,8116.0,6.315,1,0
62,4402.0,10.0,1,0,0.785,7253.0,7523.0,3.034,1,1
40,2822.0,37.0,0,1,0.894,4952.0,4962.0,1.943,1,0
32,9979.0,48.0,1,1,0.596,4476.0,4325.0,6.497,1,0
43,9105.0,1.0,0,1,0.505,22879.0,23800.0,5.998,1,0
54,12226.0,24.0,0,1,0.296,3890.0,3843.0,8.148,2,0
64,4584.0,10.0,1,0,0.824,6864.0,6990.0,3.137,2,1
32,7312.0,6.0,1,1,0.772,7763.0,7693.0,4.853,1,0
21,3713.0,41.0,0,1,0.162,13908.0,14196.0,2.44,1,0
28,7179.0,17.0,0,0,0.746,5323.0,5507.0,4.887,2,0
40,3679.0,42.0,1,1,0.167,11145.0,11261.0,2.462,1,0
41,1651.0,77.0,1,1,0.871,8597.0,8861.0,1.109,2,0
30,1317.0,2.0,1,1,0.667,12332.0,11706.0,0.856,1,0
46,9678.0,3.0,1,1,0.774,10946.0,11122.0,6.512,2,0
57,2413.0,13.0,0,0,0.655,7223.0,7185.0,1.609,2,0
37,6262.0,12.0,0,1,0.749,4786.0,4728.0,4.22,1,0
22,4988.0,10.0,1,0,0.718,5571.0,5544.0,3.431,1,0
46,5630.0,1.0,1,1,0.679,11009.0,10635.0,3.618,1,0
22,8084.0,12.0,1,1,0.597,13932.0,13636.0,5.543,2,0
59,5610.0,52.0,1,1,0.835,9720.0,9532.0,3.663,1,0
25,6703.0,11.0,1,0,0.575,3344.0,3345.0,4.425,1,0
32,4499.0,1.0,0,1,0.358,5742.0,5889.0,2.887,2,0
60,3638.0,14.0,1,0,0.775,13080.0,12480.0,2.396,1,0
54,1511.0,17.0,0,1,0.811,5344.0,5473.0,0.954,2,0
36,4559.0,8.0,1,1,0.441,11373.0,10846.0,3.144,1,0
36,3479.0,72.0,0,0,0.218,9160.0,9471.0,2.37,1,0
20,5179.0,31.0,1,1,0.82,7847.0,7679.0,3.459,1,0
40,7992.0,80.0,0,1,0.579,4550.0,4445.0,5.402,2,0
39,3101.0,5.0,0,0,0.873,4793.0,4748.0,2.049,1,0
61,2847.0,12.0,0,1,0.732,3982.0,3836.0,1.868,1,0
29,2816.0,22.0,1,1,0.64,5432.0,5612.0,1.845,1,0
41,6562.0,0.0,1,1,0.491,3863.0,3840.0,4.317,1,0
22,8712.0,11.0,1,1,0.369,2740.0,2642.0,5.842,1,0
23,12205.0,5.0,0,1,0.599,9104.0,8935.0,8.347,1,0
20,1416.0,84.0,1,1,0.892,7242.0,7116.0,1.008,2,0
43,4159.0,16.0,1,0,0.527,7101.0,6692.0,2.808,1,0
42,11290.0,6.0,0,0,0.531,3107.0,3122.0,7.47,1,0
39,6054.0,53.0,1,0,0.601,10560.0,10703.0,4.229,2,1
37,4555.0,2.0,0,0,0.496,14495.0,15266.0,2.965,1,0
43,3781.0,30.0,1,1,0.603,5997.0,6014.0,2.387,1,0
54,4711.0,9.0,0,1,1.0,8117.0,7769.0,3.148,1,0
34,5967.0,13.0,0,1,0.642,5780.0,5828.0,3.78,1,0
38,9318.0,9.0,1,0,0.616,4624.0,4494.0,5.921,1,0
40,14563.0,22.0,0,1,0.506,5819.0,5732.0,10.004,1,0
50,7530.0,57.0,0,1,0.616,5146.0,5065.0,4.843,1,0
36,8067.0,25.0,0,1,0.432,9560.0,9971.0,5.368,1,0
26,3494.0,30.0,0,1,0.406,16066.0,16063.0,2.351,1,0
37,4271.0,10.0,0,1,0.69,8739.0,8626.0,2.928,2,1
28,5661.0,13.0,1,1,0.478,5785.0,5437.0,3.775,1,0
53,7163.0,15.0,1,0,0.886,7791.0,7423.0,4.538,1,0
38,3363.0,34.0,1,1,0.814,3705.0,3609.0,2.385,1,0
48,7023.0,6.0,0,1,0.944,10284.0,10660.0,4.39,2,0
23,2158.0,31.0,1,0,0.717,4050.0,4035.0,1.446,1,0
35,3537.0,25.0,0,1,0.812,14862.0,14525.0,2.333,2,0
34,7361.0,46.0,1,0,0.491,4811.0,4959.0,5.011,1,0
54,4716.0,43.0,1,1,0.705,8674.0,9105.0,2.956,1,0
24,7352.0,11.0,1,1,0.612,5377.0,5131.0,5.012,1,0
23,8503.0,11.0,0,0,0.527,6902.0,6682.0,5.631,1,0
53,7305.0,19.0,1,1,0.493,6943.0,7047.0,4.824,1,0
39,4681.0,3.0,1,0,0.512,6798.0,7146.0,2.968,1,1
20,9327.0,47.0,0,0,0.845,5795.0,5644.0,6.056,1,0
41,3561.0,2.0,1,1,0.385,5605.0,5927.0,2.55,1,0
53,9377.0,4.0,1,1,0.499,7573.0,7458.0,6.023,2,0
29,8780.0,60.0,1,1,0.626,12193.0,12426.0,5.797,1,0
55,5123.0,4.0,0,1,0.718,19774.0,19445.0,3.455,1,0
21,6698.0,45.0,0,1,0.913,11801.0,11606.0,4.407,1,0
37,21972.0,41.0,1,0,0.426,10677.0,10667.0,14.231,2,0
58,5039.0,12.0,0,0,0.544,14333.0,14660.0,3.268,2,0
33,1208.0,49.0,1,0,0.286,6354.0,6233.0,0.821,1,0
27,3263.0,0.0,0,1,0.662,5924.0,5797.0,2.143,1,0
27,6172.0,12.0,1,1,0.532,8072.0,8136.0,3.982,1,0
61,13075.0,12.0,0,1,0.486,8872.0,8760.0,8.677,2,0
57,1822.0,5.0,1,1,0.44,4272.0,4363.0,1.182,1,0
25,9984.0,11.0,0,1,0.434,8559.0,8485.0,6.683,1,0
59,5024.0,45.0,1,0,0.715,6198.0,6188.0,3.305,1,0
40,10629.0,16.0,1,1,0.802,8995.0,8774.0,6.93,1,0
44,10281.0,23.0,1,1,0.768,4222.0,4318.0,6.782,1,0
44,2203.0,10.0,0,0,0.407,13472.0,14177.0,1.386,1,0
50,8431.0,55.0,1,1,0.944,11344.0,11295.0,5.696,2,0
55,2158.0,4.0,1,1,0.456,5876.0,5740.0,1.442,1,0
40,3272.0,42.0,1,1,0.829,8360.0,8185.0,2.166,1,0
49,4337.0,36.0,1,1,0.746,8009.0,7756.0,2.889,1,0
47,4377.0,41.0,1,0,0.901,11924.0,12410.0,2.841,1,0
31,5782.0,52.0,1,1,0.424,3557.0,3345.0,3.85,1,0
53,3148.0,21.0,0,1,0.838,15125.0,14912.0,2.086,1,0
57,3080.0,24.0,1,1,0.695,5810.0,6031.0,1.971,2,0
39,5310.0,17.0,0,0,0.488,7413.0,6769.0,3.6,1,0
20,5287.0,110.0,1,0,0.976,7156.0,7031.0,3.5,2,0
37,4250.0,1.0,0,1,0.369,6125.0,6340.0,2.789,1,0
28,6079.0,5.0,1,1,0.455,11810.0,11730.0,4.034,1,0
23,3625.0,44.0,1,1,0.575,13581.0,13462.0,2.408,1,0
33,6377.0,77.0,1,1,0.745,10375.0,10320.0,4.442,1,0
39,9354.0,24.0,1,1,0.764,7702.0,7458.0,6.401,1,0
56,2804.0,35.0,1,1,0.7,3023.0,3128.0,1.875,1,0
23,6579.0,78.0,1,1,0.593,6752.0,6965.0,4.345,2,0
52,13524.0,52.0,1,1,0.388,15891.0,16053.0,9.387,1,0
36,3448.0,7.0,1,0,0.206,9585.0,9434.0,2.261,1,1
41,3894.0,23.0,1,1,0.434,9455.0,9966.0,2.61,1,0
36,3497.0,3.0,1,1,0.537,5039.0,4976.0,2.37,1,0
45,8764.0,8.0,1,0,0.323,11556.0,11266.0,5.778,2,1
37,5859.0,4.0,1,1,0.394,7790.0,7702.0,3.801,2,0
32,11491.0,21.0,1,1,0.664,13568.0,13405.0,7.704,1,0
20,11887.0,6.0,0,1,0.759,4665.0,4495.0,8.109,2,0
23,3240.0,1.0,0,1,0.873,9164.0,9263.0,2.107,1,0
23,5295.0,32.0,0,1,0.525,11717.0,12255.0,3.502,1,0
43,6962.0,2.0,1,1,0.5,7603.0,7722.0,4.551,1,1
25,6617.0,7.0,1,1,0.378,7455.0,7449.0,4.383,1,0
37,3889.0,7.0,1,1,0.64,9113.0,9159.0,2.486,2,0
28,2720.0,2.0,0,1,0.184,11337.0,11790.0,1.718,2,0
63,3165.0,40.0,1,1,0.814,4930.0,5115.0,2.095,1,0
62,7201.0,2.0,0,1,1.0,5824.0,5492.0,4.769,1,0
23,15992.0,85.0,1,1,0.56,7460.0,7481.0,10.934,1,0
40,6240.0,30.0,1,0,0.581,3541.0,3576.0,4.016,1,0
32,1381.0,54.0,1,0,0.365,8557.0,8960.0,0.924,1,0
51,4461.0,26.0,1,1,0.537,4290.0,4161.0,3.046,1,0
64,4901.0,18.0,1,1,0.565,5142.0,4920.0,3.203,1,0
34,3110.0,16.0,0,0,0.354,6343.0,6114.0,2.03,1,1
36,7564.0,11.0,1,1,0.283,5941.0,5603.0,4.944,1,1
21,3875.0,20.0,1,1,0.739,13311.0,12911.0,2.556,1,0
64,1841.0,1.0,0,1,0.588,17878.0,18653.0,1.302,1,0
26,7831.0,10.0,0,1,0.946,14349.0,14446.0,5.29,1,0
30,6679.0,55.0,0,1,0.133,7268.0,7471.0,4.501,2,0
29,6055.0,23.0,0,1,0.539,9167.0,9077.0,4.051,1,0
59,4483.0,3.0,1,1,0.952,5251.0,5261.0,2.903,1,0
48,1981.0,18.0,1,1,0.902,12655.0,11953.0,1.298,1,0
63,4756.0,58.0,1,0,0.546,6038.0,5962.0,3.111,1,0
56,5048.0,11.0,0,1,0.594,6897.0,7005.0,3.297,1,0
62,14214.0,42.0,1,1,0.277,11662.0,12096.0,10.195,1,0
42,5589.0,20.0,0,0,0.352,6883.0,6689.0,3.599,1,0
45,3928.0,2.0,1,1,0.665,11769.0,11595.0,2.574,1,0
42,3054.0,32.0,1,1,0.874,5898.0,6008.0,2.02,1,0
57,6737.0,1.0,1,1,0.567,4326.0,4603.0,4.368,1,0
44,8815.0,7.0,1,1,0.785,8957.0,8830.0,6.047,1,0
33,5810.0,50.0,1,1,0.55,5813.0,5878.0,3.934,1,0
54,6973.0,13.0,0,1,0.389,9689.0,10024.0,4.582,1,0
57,4755.0,4.0,0,0,0.426,13627.0,13886.0,3.315,1,0
60,2733.0,19.0,1,0,0.689,3393.0,3395.0,1.836,1,0
62,8086.0,97.0,0,1,0.723,7411.0,7402.0,5.484,1,0
64,3817.0,36.0,1,1,0.43,4670.0,4761.0,2.579,1,0
24,1655.0,39.0,0,1,0.574,5606.0,5619.0,1.136,2,0
62,3350.0,23.0,1,1,0.562,8002.0,7897.0,2.221,2,0
33,3864.0,16.0,0,1,0.552,6920.0,6998.0,2.459,2,0
44,7999.0,0.0,1,1,0.625,10733.0,11147.0,5.057,1,0
59,8513.0,39.0,1,1,0.29,4053.0,4226.0,5.63,1,0
60,5029.0,7.0,0,1,0.548,5498.0,5661.0,3.37,1,0
50,5737.0,39.0,1,0,0.814,16171.0,15208.0,3.875,1,0
42,1140.0,4.0,1,1,0.428,8813.0,9182.0,0.767,1,0
27,6237.0,3.0,1,1,0.313,7167.0,7160.0,4.151,1,0
34,8320.0,16.0,1,0,0.563,3245.0,3457.0,5.476,1,0
58,9049.0,20.0,0,1,0.301,15150.0,15104.0,5.949,1,0
62,3990.0,51.0,1,1,0.508,6843.0,6701.0,2.576,1,0
64,8345.0,49.0,1,1,0.78,7214.0,7570.0,5.342,1,0
22,6655.0,4.0,0,1,0.486,7121.0,7009.0,4.411,1,0
54,6709.0,15.0,1,1,0.775,15973.0,15478.0,4.583,1,0
35,3121.0,26.0,0,1,0.412,9173.0,9070.0,2.108,1,0
40,4093.0,35.0,0,1,0.756,8618.0,8960.0,2.839,2,0
34,5114.0,6.0,1,1,0.85,10251.0,10175.0,3.371,1,0
64,5739.0,16.0,1,1,0.484,10725.0,10582.0,3.71,1,0
45,2971.0,12.0,0,1,0.384,7055.0,6878.0,1.984,1,1
57,457.0,38.0,0,1,0.551,6099.0,5826.0,0.318,1,0
31,5180.0,8.0,1,0,0.447,4500.0,4586.0,3.287,2,0
42,7342.0,16.0,1,1,0.571,8549.0,8453.0,4.891,1,0
24,1523.0,18.0,1,0,0.473,10443.0,10425.0,1.029,2,0
38,2815.0,23.0,1,0,0.463,21578.0,22003.0,1.981,2,0
62,7045.0,3.0,0,1,0.68,10667.0,10328.0,4.753,1,1
35,6473.0,5.0,0,1,0.525,7986.0,8105.0,4.324,1,0
39,11339.0,38.0,1,1,0.929,5479.0,5451.0,7.547,1,0
55,4900.0,49.0,1,1,0.287,7917.0,8315.0,3.462,1,0
24,8100.0,5.0,0,0,0.838,4416.0,4488.0,5.671,1,0
29,2002.0,24.0,0,1,0.812,5696.0,5559.0,1.351,1,1
30,2599.0,3.0,1,1,0.982,13890.0,14147.0,1.745,1,0
55,3727.0,2.0,1,1,0.52,8061.0,7970.0,2.443,1,1
60,2985.0,52.0,1,1,0.623,5286.0,5174.0,1.99,1,0
23,7186.0,86.0,0,0,0.825,12830.0,13738.0,4.84,1,0
56,6118.0,21.0,0,1,0.584,9275.0,9674.0,3.976,1,0
21,4971.0,5.0,0,0,0.669,9733.0,9952.0,3.347,1,0
41,3772.0,21.0,1,0,0.531,19183.0,19603.0,2.52,1,0
53,5747.0,69.0,1,1,0.706,5685.0,5730.0,3.705,1,0
58,7258.0,14.0,1,0,0.966,7866.0,8339.0,4.784,2,0
50,2706.0,13.0,1,0,1.0,7184.0,7123.0,1.807,2,0
35,1930.0,14.0,0,1,0.798,11621.0,11660.0,1.33,1,0
51,9998.0,13.0,1,1,0.566,13629.0,13554.0,6.513,1,1
52,14303.0,16.0,0,1,0.531,1044.0,1070.0,9.433,2,0
29,7343.0,60.0,1,0,0.768,3899.0,3537.0,4.88,1,0
34,5704.0,16.0,1,0,0.791,7553.0,7494.0,3.92,1,0
52,9597.0,2.0,0,0,0.711,6160.0,6203.0,6.368,1,0
54,2767.0,6.0,1,0,0.43,8768.0,8647.0,1.867,1,1
46,3444.0,8.0,0,0,0.553,2857.0,2829.0,2.312,1,0
27,4119.0,29.0,0,1,0.845,8239.0,8536.0,2.788,1,0
42,4957.0,37.0,1,1,0.608,5800.0,5569.0,3.357,1,0
20,2667.0,13.0,0,0,0.455,2374.0,2400.0,1.771,1,0
25,5392.0,14.0,1,0,0.735,3482.0,3521.0,3.678,1,1
22,6087.0,73.0,0,1,0.348,7554.0,7696.0,3.948,1,0
20,5376.0,20.0,1,1,0.704,9953.0,10276.0,3.683,2,0
48,5899.0,57.0,1,0,0.816,11552.0,11698.0,3.856,1,0
36,3782.0,3.0,1,1,0.433,7057.0,7154.0,2.581,1,0
30,3768.0,24.0,0,1,0.891,6498.0,6680.0,2.44,1,0
53,6904.0,7.0,1,0,0.643,10133.0,10213.0,4.5,1,0
36,5707.0,2.0,1,1,0.356,5659.0,5653.0,3.821,1,0
34,7849.0,18.0,1,1,0.245,8333.0,8330.0,5.36,1,0
60,8989.0,13.0,1,0,0.536,10314.0,10438.0,5.983,1,0
31,6139.0,4.0,1,0,0.631,13795.0,13717.0,4.127,1,0
44,5397.0,1.0,0,0,0.591,5434.0,5385.0,3.807,1,0
58,2544.0,10.0,1,0,0.525,11360.0,11270.0,1.678,1,0
60,6452.0,12.0,0,1,0.659,7459.0,7380.0,4.181,1,1
38,3153.0,6.0,1,0,0.596,4516.0,4476.0,2.041,1,0
55,10443.0,42.0,0,1,0.691,9415.0,9425.0,6.967,2,0
39,4463.0,31.0,1,1,0.898,12395.0,12954.0,3.063,1,1
48,4552.0,40.0,1,1,0.799,3921.0,3838.0,2.915,1,0
55,5109.0,84.0,0,1,0.504,9088.0,9178.0,3.448,1,0
21,4358.0,0.0,1,1,0.721,6396.0,6523.0,2.87,1,0
43,7906.0,7.0,0,1,0.522,18952.0,18865.0,5.211,1,0
54,10168.0,70.0,1,1,0.648,9756.0,9716.0,6.583,1,0
30,9411.0,9.0,0,1,0.663,6463.0,6767.0,6.367,1,0
57,4208.0,15.0,1,1,0.476,4382.0,4259.0,2.72,1,0
27,1623.0,12.0,1,1,0.309,5060.0,4758.0,1.079,1,0
56,6930.0,47.0,1,1,0.744,8376.0,8116.0,4.903,2,0
28,4579.0,5.0,1,1,0.452,8604.0,8959.0,2.852,2,0
25,9383.0,39.0,0,1,0.217,6122.0,6075.0,6.366,2,0
34,6395.0,14.0,1,1,0.609,7069.0,7078.0,4.365,1,0
56,11057.0,1.0,1,1,0.594,7211.0,6992.0,7.583,1,0
25,5977.0,61.0,0,1,0.738,4489.0,4462.0,4.13,1,0
61,6389.0,59.0,0,1,0.445,13109.0,12795.0,4.202,1,0
31,5456.0,0.0,1,1,0.311,6615.0,6586.0,3.422,1,1
25,1118.0,15.0,0,1,0.88,22097.0,21689.0,0.751,1,0
61,2648.0,20.0,1,1,0.812,7529.0,7647.0,1.842,1,0
59,10633.0,3.0,1,1,0.566,5968.0,6001.0,7.19,1,0
38,1210.0,6.0,0,1,0.647,24152.0,23844.0,0.799,1,0
34,2378.0,8.0,1,1,0.382,7040.0,7205.0,1.635,1,0
54,2772.0,7.0,0,0,0.37,13722.0,12896.0,1.861,1,0
33,3589.0,54.0,1,1,0.485,12065.0,12834.0,2.391,1,0
50,4550.0,3.0,1,0,0.883,12351.0,12430.0,3.128,1,0
61,7066.0,3.0,0,1,0.604,9440.0,9661.0,4.617,1,0
51,19472.0,42.0,0,1,0.561,4786.0,4955.0,12.699,1,0
62,5122.0,2.0,1,1,0.697,5561.0,5428.0,3.447,1,0
63,3614.0,20.0,1,1,0.661,5263.0,5449.0,2.317,1,0
47,4492.0,17.0,1,1,0.454,9283.0,9324.0,2.95,1,0
52,6812.0,33.0,0,1,0.734,6873.0,7059.0,4.612,1,0
63,2644.0,27.0,0,1,0.627,5914.0,5726.0,1.763,1,0
59,6091.0,37.0,0,0,0.966,9511.0,8949.0,4.081,2,1
47,7673.0,14.0,1,0,0.59,8332.0,8345.0,5.167,1,0
23,8255.0,15.0,0,1,0.575,6916.0,7049.0,5.477,1,0
20,1429.0,4.0,1,1,0.525,7733.0,7704.0,0.95,1,0
51,7770.0,2.0,0,1,0.37,8693.0,9105.0,5.022,1,0
25,7569.0,14.0,1,1,0.048,8985.0,8892.0,5.197,1,0
32,9812.0,36.0,0,1,0.508,7671.0,7771.0,6.82,2,1
62,4112.0,27.0,0,1,0.844,5110.0,5184.0,2.787,1,0
28,7815.0,14.0,0,1,0.708,6388.0,6353.0,5.35,2,0
28,3833.0,5.0,0,0,0.721,8762.0,8550.0,2.512,2,0
64,4694.0,19.0,0,0,0.443,4466.0,4832.0,3.187,1,1
58,4114.0,12.0,1,1,0.702,9734.0,9528.0,2.749,1,0
20,6614.0,49.0,1,1,0.59,6666.0,6525.0,4.475,1,1
23,5167.0,7.0,0,1,0.379,5867.0,6046.0,3.545,1,1
60,2167.0,46.0,1,1,0.435,2821.0,2731.0,1.378,2,0
62,2324.0,2.0,0,1,0.872,4825.0,4821.0,1.588,2,0
40,7897.0,60.0,1,1,0.826,14084.0,13991.0,5.128,1,0
29,4284.0,9.0,0,1,0.592,13697.0,14017.0,2.754,1,0
32,2653.0,33.0,0,0,0.779,10379.0,10205.0,1.748,1,0
62,6079.0,2.0,1,0,0.491,8544.0,8296.0,3.917,1,1
44,5200.0,10.0,0,1,0.868,4979.0,4916.0,3.572,1,0
54,5448.0,1.0,1,1,0.506,5629.0,5710.0,3.788,1,0
41,6240.0,17.0,1,1,0.831,18594.0,19223.0,4.165,1,0
27,2059.0,21.0,0,1,0.688,4885.0,5122.0,1.402,1,0
44,4130.0,42.0,1,0,0.325,13365.0,13422.0,2.782,2,0
58,4686.0,20.0,1,1,0.659,11930.0,11584.0,3.053,1,0
23,13577.0,19.0,1,1,0.392,8622.0,8963.0,8.967,1,0
32,3114.0,1.0,0,1,0.758,5441.0,5404.0,2.01,1,0
41,5500.0,9.0,1,0,0.369,4673.0,4781.0,3.648,1,1
32,2192.0,9.0,1,1,0.288,5028.0,5364.0,1.501,1,0
24,3705.0,5.0,1,1,0.715,2228.0,2325.0,2.502,1,0
49,5237.0,13.0,1,1,0.786,3168.0,3355.0,3.417,1,0
55,6568.0,45.0,0,1,0.691,9988.0,9999.0,4.379,2,0
35,1392.0,42.0,1,1,0.793,10589.0,10275.0,0.947,1,0
58,5181.0,2.0,1,1,0.193,7718.0,7982.0,3.524,1,0
35,4300.0,18.0,1,1,0.655,8668.0,8291.0,2.781,1,0
23,8362.0,45.0,0,1,0.21,5031.0,4727.0,5.608,1,0
36,1637.0,8.0,0,0,0.407,21595.0,20659.0,1.067,1,0
35,5280.0,4.0,0,1,1.0,7885.0,7715.0,3.542,1,0
49,11713.0,54.0,0,1,0.781,9094.0,9603.0,7.73,1,0
23,5329.0,10.0,0,0,1.0,7818.0,7853.0,3.637,2,0
46,4729.0,23.0,0,1,0.301,9346.0,9180.0,3.217,1,0
61,8568.0,20.0,1,1,0.803,11928.0,11559.0,5.835,1,0
37,6771.0,15.0,1,1,0.598,11408.0,11389.0,4.485,1,0
56,2853.0,57.0,0,1,0.245,3176.0,3096.0,1.903,2,0
44,5843.0,11.0,1,1,0.494,4341.0,4428.0,3.891,1,0
54,3913.0,0.0,1,0,0.612,3154.0,3260.0,2.558,1,0
26,13390.0,1.0,1,1,0.675,7719.0,7850.0,8.721,1,0
20,5324.0,16.0,0,0,0.39,11383.0,11592.0,3.605,1,0
31,7541.0,31.0,0,0,0.688,16184.0,16162.0,5.034,1,0
