PLACA_INI_INTERRUP,PLACA_FIN_INTERRUP,ELEM_FIN_INTERRUP,FECHA_INI_INTERRUP,FECHA_FIN_INTERRUP,DURACION_INT_HRS,CAUSA_FALLA,COMENTARIOS_OA,MUNICIPIO_ELEM_INI,CKTO_ELE_OPE
PLACA_0092,PLACA_0095,Aislador,2016-01-27 10:00:00,2016-01-27 17:54:36,7.91,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_4
PLACA_0045,PLACA_0118,Conductor,2014-08-19 21:00:00,2014-08-20 04:29:24,7.49,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_2,Circuito_12
PLACA_0089,PLACA_0082,Seccionador,2015-10-29 17:00:00,2015-10-29 21:18:00,4.3,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_6,Circuito_2
PLACA_0074,PLACA_0086,Conductor,2015-09-11 18:00:00,2015-09-11 21:39:00,3.65,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_4,Circuito_11
PLACA_0104,PLACA_0002,Aislador,2014-08-09 13:00:00,2014-08-09 15:56:24,2.94,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_1,Circuito_1
PLACA_0026,PLACA_0035,Transformador,2016-10-04 01:00:00,2016-10-04 07:37:48,6.63,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_11
PLACA_0097,PLACA_0070,Poste,2014-08-28 06:00:00,2014-08-28 11:10:12,5.17,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_14
PLACA_0072,PLACA_0111,Transformador,2016-10-15 23:00:00,2016-10-16 01:13:48,2.23,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_6,Circuito_11
PLACA_0037,PLACA_0089,Conductor,2015-11-13 22:00:00,2015-11-13 23:04:48,1.08,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_1,Circuito_15
PLACA_0007,PLACA_0002,Conductor,2014-10-03 17:00:00,2014-10-03 17:53:24,0.89,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_3,Circuito_4
PLACA_0091,PLACA_0091,Conductor,2014-04-07 20:00:00,2014-04-08 02:35:24,6.59,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_13
PLACA_0100,PLACA_0093,Transformador,2016-05-20 06:00:00,2016-05-20 08:53:24,2.89,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_3,Circuito_8
PLACA_0023,PLACA_0095,Aislador,2013-06-02 05:00:00,2013-06-02 09:15:00,4.25,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_1,Circuito_7
PLACA_0017,PLACA_0021,Aislador,2016-02-14 08:00:00,2016-02-14 11:10:48,3.18,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_1
PLACA_0020,PLACA_0119,Seccionador,2013-11-14 01:00:00,2013-11-14 01:54:00,0.9,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_1
PLACA_0039,PLACA_0063,Aislador,2016-06-14 21:00:00,2016-06-14 21:38:24,0.64,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_5,Circuito_6
PLACA_0029,PLACA_0024,Aislador,2014-10-13 16:00:00,2014-10-13 18:06:36,2.11,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_1,Circuito_13
PLACA_0052,PLACA_0012,Seccionador,2016-01-18 17:00:00,2016-01-18 19:15:36,2.26,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_2,Circuito_15
PLACA_0038,PLACA_0028,Aislador,2014-11-10 11:00:00,2014-11-10 13:15:36,2.26,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_5,Circuito_8
PLACA_0086,PLACA_0045,Fusible,2013-01-19 03:00:00,2013-01-19 05:18:36,2.31,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_2,Circuito_15
PLACA_0088,PLACA_0114,Seccionador,2014-05-15 01:00:00,2014-05-15 11:52:48,10.88,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_4,Circuito_15
PLACA_0070,PLACA_0093,Seccionador,2015-03-02 08:00:00,2015-03-02 14:05:24,6.09,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_1,Circuito_15
PLACA_0058,PLACA_0063,Poste,2015-11-20 16:00:00,2015-11-20 19:35:24,3.59,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_3,Circuito_15
PLACA_0013,PLACA_0022,Aislador,2015-11-19 02:00:00,2015-11-19 04:50:24,2.84,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_1
PLACA_0100,PLACA_0028,Conductor,2016-10-04 20:00:00,2016-10-04 22:54:36,2.91,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_14
PLACA_0105,PLACA_0010,Conductor,2015-06-11 20:00:00,2015-06-12 01:02:24,5.04,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_6,Circuito_3
PLACA_0012,PLACA_0010,Poste,2014-11-11 01:00:00,2014-11-11 03:49:12,2.82,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_2,Circuito_13
PLACA_0117,PLACA_0034,Fusible,2016-03-23 07:00:00,2016-03-23 12:40:12,5.67,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_4,Circuito_8
PLACA_0050,PLACA_0087,Poste,2014-10-10 00:00:00,2014-10-10 03:52:48,3.88,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_1
PLACA_0075,PLACA_0006,Conductor,2013-05-10 23:00:00,2013-05-11 09:56:24,10.94,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_1,Circuito_6
PLACA_0039,PLACA_0078,Poste,2014-08-17 21:00:00,2014-08-17 23:41:24,2.69,Otros,Objeto extraño enredado en la red de distribucion,Municipio_3,Circuito_13
PLACA_0004,PLACA_0061,Transformador,2015-03-21 21:00:00,2015-03-22 03:22:48,6.38,Otros,Cometa sobre la linea reportada por vecinos,Municipio_5,Circuito_4
PLACA_0082,PLACA_0019,Seccionador,2016-01-23 09:00:00,2016-01-23 10:10:12,1.17,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_6,Circuito_15
PLACA_0002,PLACA_0071,Aislador,2016-08-19 11:00:00,2016-08-19 12:46:12,1.77,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_2,Circuito_2
PLACA_0069,PLACA_0071,Poste,2016-05-06 12:00:00,2016-05-06 22:00:36,10.01,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_3,Circuito_4
PLACA_0053,PLACA_0116,Conductor,2014-12-06 06:00:00,2014-12-06 11:30:36,5.51,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_5,Circuito_3
PLACA_0025,PLACA_0015,Transformador,2016-06-17 08:00:00,2016-06-17 12:18:36,4.31,Contacto animal,Ave posada provoco corto en el aislador,Municipio_6,Circuito_13
PLACA_0083,PLACA_0071,Poste,2016-01-30 14:00:00,2016-01-31 02:46:12,12.77,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_11
PLACA_0075,PLACA_0063,Seccionador,2014-02-09 23:00:00,2014-02-10 01:52:12,2.87,Contacto animal,Ave posada provoco corto en el aislador,Municipio_3,Circuito_3
PLACA_0080,PLACA_0009,Transformador,2013-07-24 09:00:00,2013-07-24 15:22:12,6.37,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_8
PLACA_0089,PLACA_0075,Transformador,2016-09-12 09:00:00,2016-09-12 15:41:24,6.69,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_10
PLACA_0001,PLACA_0041,Transformador,2015-05-28 05:00:00,2015-05-28 13:37:12,8.62,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_2,Circuito_12
PLACA_0018,PLACA_0087,Conductor,2014-07-21 11:00:00,2014-07-21 12:03:00,1.05,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_15
PLACA_0063,PLACA_0071,Poste,2015-01-05 09:00:00,2015-01-05 11:51:00,2.85,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_2,Circuito_11
PLACA_0026,PLACA_0034,Conductor,2013-10-14 17:00:00,2013-10-14 20:49:48,3.83,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_2
PLACA_0004,PLACA_0105,Aislador,2015-11-05 20:00:00,2015-11-06 04:31:48,8.53,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_5,Circuito_7
PLACA_0034,PLACA_0070,Aislador,2013-03-17 17:00:00,2013-03-17 21:10:48,4.18,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_11
PLACA_0115,PLACA_0099,Aislador,2015-03-15 07:00:00,2015-03-15 13:42:00,6.7,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_14
PLACA_0012,PLACA_0051,Seccionador,2015-10-24 16:00:00,2015-10-24 16:57:36,0.96,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_5,Circuito_1
