data_Tcamp,data_productividad_per,data_import_unico,data_dias_empresa,data_Tedad,data_T_RangoEdad,data_numero_hijos,data_T_numero_hijos,data_pobreza,data_veces,data_Tsexo,dummies_Tsexo_Mujer,data_GRADO2,data_Testado_civil,data_distancia,data_sumCOD,data_sumHRSLB,data_n_lote,data_n_fundo,data_n_variedad,data_otros_bono,data_sum_hora_extra,data_sum_aux_bono_total,data_bono_produc,data_BANCARIZADO,data_PEOR_CALIF_U6M,data_MODA_CALIF_U6M,data_TIPCRE_UM,data_DEUDA_PROM_U6M,data_NRO_ENT_PROM_U6M,data_DIAS_ATRASO_PROM_U6M
21,160.61,4575.09,158,26,26-30,0,Sin hijos,0.476,2,Hombre,0,Superior,Soltero,44.5,5892.0,70.3,12,3,2,262.7,77.5,404.2,420.1,0,Deficiente,Deficiente,Comercial,0.0,0,0.0
21,31.37,17.27,182,27,26-30,0,Sin hijos,0.318,3,Mujer,1,Secundaria incompleta,Soltero,173.7,1137.0,131.9,18,3,1,327.3,24.6,373.3,61.1,1,Normal,Normal,Comercial,5248.8,2,32.2
19,24.46,127.9,150,23,18-25,0,Sin hijos,0.791,1,Mujer,1,Primaria completa,Soltero,91.8,1040.0,121.5,4,3,2,36.4,39.6,103.5,66.2,0,CPP,Normal,Comercial,0.0,0,0.0
20,29.19,417.59,126,25,18-25,0,Sin hijos,0.53,1,Hombre,0,Secundaria completa,Soltero,200.4,1190.0,125.3,13,3,2,45.7,14.1,78.6,90.3,0,Normal,Normal,Ninguno,0.0,0,0.0
19,15.07,381.31,160,30,26-30,1,Con hijos,0.451,2,Hombre,0,Superior,Soltero,172.2,655.0,77.1,20,2,3,37.6,124.9,194.8,46.9,0,Dudoso,CPP,Ninguno,0.0,0,0.0
19,31.02,275.26,97,33,31-40,0,Sin hijos,0.459,2,Mujer,1,Primaria incompleta,Casado,215.1,1294.0,160.2,13,2,1,210.6,74.7,306.6,50.2,1,Normal,CPP,Ninguno,627.3,4,10.3
19,58.16,796.92,273,28,26-30,0,Sin hijos,0.461,3,Hombre,0,Secundaria completa,Soltero,119.1,2426.0,163.8,4,1,3,488.8,239.8,757.7,110.2,1,Normal,Normal,Comercial,1411.8,4,4.6
19,20.96,209.37,128,24,18-25,0,Sin hijos,0.296,1,Hombre,0,Secundaria incompleta,Soltero,61.8,453.0,98.0,23,3,3,80.9,189.2,292.1,59.5,0,CPP,Normal,Consumo,0.0,0,0.0
21,33.8,284.06,130,27,26-30,0,Sin hijos,0.137,2,Mujer,1,Secundaria incompleta,Soltero,182.8,1391.0,197.4,23,3,3,143.6,118.8,305.8,108.8,0,Normal,Normal,Consumo,0.0,0,0.0
20,45.92,265.14,161,30,26-30,1,Con hijos,0.317,3,Hombre,0,Superior,Soltero,183.2,1616.0,152.4,7,3,1,175.3,59.5,255.6,116.7,1,Deficiente,Normal,Consumo,2096.6,1,7.9
19,180.96,4351.16,242,20,18-25,1,Con hijos,0.297,1,Hombre,0,Superior,Soltero,21.1,5340.0,165.5,23,1,3,323.2,228.5,614.0,527.5,0,Normal,Normal,Consumo,0.0,0,0.0
21,53.44,1880.42,181,18,18-25,0,Sin hijos,0.303,2,Mujer,1,Primaria completa,Soltero,40.3,1144.0,82.7,2,3,1,107.2,54.2,193.7,82.4,1,Normal,Normal,Ninguno,2901.1,3,8.1
21,22.1,229.2,73,24,18-25,3,Con hijos,0.207,3,Mujer,1,Primaria completa,Soltero,269.4,817.0,30.1,21,2,3,115.8,66.2,247.5,60.1,0,Dudoso,CPP,Consumo,0.0,0,0.0
21,41.41,319.25,94,20,18-25,3,Con hijos,0.288,3,Hombre,0,Primaria incompleta,Soltero,162.3,1168.0,194.4,18,3,3,100.2,65.5,302.1,141.8,1,Dudoso,CPP,Consumo,2358.8,4,5.9
20,58.25,650.97,243,25,18-25,1,Con hijos,0.555,4,Hombre,0,Secundaria incompleta,Soltero,173.9,1846.0,186.3,21,1,1,334.3,226.8,799.5,164.4,0,Normal,Normal,Consumo,0.0,0,0.0
20,29.75,214.49,125,26,26-30,1,Con hijos,0.512,3,Hombre,0,Iletrado,Soltero,150.2,1102.0,53.4,6,2,2,73.2,86.2,244.1,99.5,0,Normal,Normal,Consumo,0.0,0,0.0
19,85.25,2138.76,131,25,18-25,0,Sin hijos,0.426,1,Mujer,1,Secundaria incompleta,Soltero,23.6,3648.0,101.1,16,2,3,66.4,64.1,145.0,224.4,1,Normal,CPP,Ninguno,3605.3,4,3.8
19,62.47,2315.4,255,35,31-40,1,Con hijos,0.488,1,Hombre,0,Primaria incompleta,Soltero,52.4,2539.0,155.7,3,2,2,20.1,172.3,217.3,199.1,1,Normal,Normal,Consumo,747.5,4,18.3
19,73.48,1286.54,317,30,26-30,2,Con hijos,0.23,2,Hombre,0,Secundaria incompleta,Casado,144.0,2297.0,153.9,22,3,3,72.9,82.2,237.8,128.5,0,Normal,Normal,Ninguno,0.0,0,0.0
20,53.32,1262.28,276,30,26-30,1,Con hijos,0.281,3,Mujer,1,Primaria incompleta,Soltero,140.0,1583.0,193.5,15,1,2,31.4,53.0,156.0,93.2,1,Normal,Normal,Consumo,617.6,1,5.7
21,25.99,118.82,125,30,26-30,1,Con hijos,0.447,2,Hombre,0,Secundaria completa,Soltero,169.0,676.0,56.7,21,1,2,122.1,96.5,234.9,45.2,0,Deficiente,Normal,Ninguno,0.0,0,0.0
19,165.99,4331.9,204,21,18-25,1,Con hijos,0.149,3,Hombre,0,Primaria completa,Soltero,40.6,4865.0,111.7,20,3,2,90.7,69.7,351.4,411.3,0,Normal,Normal,Comercial,0.0,0,0.0
19,16.07,179.85,94,32,31-40,1,Con hijos,0.416,1,Hombre,0,Secundaria incompleta,Soltero,167.7,366.0,48.5,10,1,2,22.0,275.1,322.4,34.7,0,CPP,Normal,Comercial,0.0,0,0.0
19,36.4,389.05,125,26,26-30,0,Sin hijos,0.211,2,Hombre,0,Secundaria completa,Soltero,128.8,1612.0,104.0,9,2,2,286.4,61.3,483.2,107.0,1,CPP,Normal,Consumo,787.2,2,8.2
21,31.8,447.83,130,30,26-30,0,Sin hijos,0.153,2,Hombre,0,Secundaria completa,Soltero,190.0,1092.0,32.9,11,2,1,163.0,16.8,196.5,105.1,0,CPP,Normal,Comercial,0.0,0,0.0
20,37.52,345.39,85,21,18-25,0,Sin hijos,0.51,1,Mujer,1,Primaria completa,Soltero,104.8,870.0,200.7,14,1,2,107.5,270.3,520.8,102.8,1,Normal,Normal,Ninguno,2554.8,2,14.0
20,75.13,1228.57,264,19,18-25,2,Con hijos,0.554,2,Mujer,1,Primaria incompleta,Casado,90.5,2165.0,130.1,24,1,1,109.0,124.9,390.5,144.7,1,CPP,CPP,Consumo,4976.7,3,32.6
19,45.64,295.76,118,31,31-40,2,Con hijos,0.305,2,Hombre,0,Secundaria completa,Soltero,198.9,1537.0,191.5,12,3,3,186.0,154.8,368.7,153.4,0,Deficiente,CPP,Consumo,0.0,0,0.0
20,33.25,155.39,65,28,26-30,0,Sin hijos,0.172,2,Hombre,0,Secundaria incompleta,Soltero,190.7,1108.0,41.4,7,3,1,61.0,192.7,274.5,85.0,0,Deficiente,Normal,Ninguno,0.0,0,0.0
19,70.56,2070.48,140,23,18-25,1,Con hijos,0.069,2,Hombre,0,Secundaria completa,Soltero,54.1,1474.0,73.2,11,3,2,11.7,153.6,192.1,207.4,1,Normal,Normal,Consumo,7413.9,1,7.2
20,33.22,489.17,110,22,18-25,0,Sin hijos,0.676,2,Hombre,0,Secundaria incompleta,Casado,124.2,1454.0,79.3,17,3,1,200.8,143.6,615.3,109.0,1,Normal,Normal,Ninguno,10510.1,4,8.4
19,37.43,97.43,179,32,31-40,2,Con hijos,0.417,3,Hombre,0,Secundaria incompleta,Soltero,148.2,1006.0,103.5,9,3,2,128.5,18.4,297.0,130.3,1,Deficiente,Normal,Ninguno,19509.7,2,9.2
21,32.49,481.03,139,21,18-25,1,Con hijos,0.309,1,Mujer,1,Secundaria incompleta,Soltero,163.8,663.0,182.5,22,3,1,96.4,198.6,314.7,81.6,1,CPP,CPP,Consumo,5428.0,3,20.0
20,32.41,190.5,82,35,31-40,1,Con hijos,0.345,1,Hombre,0,Secundaria completa,Soltero,117.1,710.0,103.4,23,2,3,155.0,76.2,318.4,101.0,0,Perdida,Normal,Consumo,0.0,0,0.0
21,24.98,437.62,137,22,18-25,0,Sin hijos,0.113,1,Hombre,0,Superior,Soltero,147.1,862.0,68.9,13,1,2,185.6,370.8,723.8,65.8,0,Normal,Normal,Ninguno,0.0,0,0.0
20,62.72,824.62,179,32,31-40,1,Con hijos,0.493,4,Hombre,0,Primaria incompleta,Casado,171.6,1470.0,42.3,16,3,2,113.8,351.0,544.4,155.1,0,Normal,Normal,Comercial,0.0,0,0.0
20,17.97,326.69,155,25,18-25,1,Con hijos,0.7,3,Hombre,0,Secundaria incompleta,Soltero,223.0,378.0,45.1,3,2,1,83.6,101.8,200.1,46.3,1,Normal,Normal,Consumo,1323.6,4,2.6
19,49.5,128.29,108,30,26-30,0,Sin hijos,0.283,1,Hombre,0,Primaria incompleta,Soltero,158.3,1460.0,174.4,5,1,1,94.6,352.0,505.8,122.2,1,Normal,Normal,Comercial,5859.3,3,12.4
20,126.9,4479.72,209,23,18-25,0,Sin hijos,0.658,3,Hombre,0,Secundaria incompleta,Soltero,45.6,4514.0,114.5,23,1,1,228.8,106.4,353.9,297.2,0,Normal,Deficiente,Consumo,0.0,0,0.0
20,140.68,4969.86,266,25,18-25,0,Sin hijos,0.283,1,Mujer,1,Secundaria completa,Soltero,18.9,3207.0,168.0,17,1,1,204.1,154.9,442.2,414.6,1,Deficiente,Normal,Ninguno,6201.7,1,7.1
20,61.94,1356.2,191,29,26-30,1,Con hijos,0.65,3,Mujer,1,Secundaria incompleta,Soltero,171.8,1724.0,159.6,1,3,1,112.9,117.0,306.8,123.8,0,CPP,Normal,Consumo,0.0,0,0.0
21,40.95,112.07,81,21,18-25,1,Con hijos,0.446,1,Hombre,0,Superior,Soltero,144.9,1247.0,55.7,21,3,2,229.0,57.5,331.5,111.9,1,Normal,CPP,Consumo,1746.7,3,4.3
21,29.05,13.96,105,30,26-30,1,Con hijos,0.446,2,Hombre,0,Secundaria completa,Soltero,183.8,697.0,57.1,9,3,3,81.0,116.6,210.8,85.0,1,CPP,Normal,Consumo,1760.9,3,5.5
21,95.72,2080.04,207,25,18-25,1,Con hijos,0.677,2,Hombre,0,Superior,Soltero,51.3,3125.0,173.5,23,1,1,177.5,68.8,297.1,314.3,0,CPP,Normal,Consumo,0.0,0,0.0
19,25.27,225.69,77,25,18-25,0,Sin hijos,0.517,1,Mujer,1,Secundaria completa,Casado,219.2,559.0,167.0,17,1,2,293.0,95.5,513.9,54.7,0,CPP,Deficiente,Comercial,0.0,0,0.0
20,75.91,1254.75,121,23,18-25,1,Con hijos,0.456,4,Hombre,0,Primaria incompleta,Casado,125.8,1606.0,101.8,13,2,3,130.5,295.7,451.5,244.5,1,CPP,Normal,Comercial,3501.5,1,8.2
19,23.65,381.25,109,18,18-25,0,Sin hijos,0.109,2,Hombre,0,Primaria completa,Soltero,195.0,780.0,44.7,15,2,3,99.1,135.0,308.0,80.2,0,CPP,Deficiente,Ninguno,0.0,0,0.0
21,53.45,229.9,139,26,26-30,0,Sin hijos,0.174,3,Hombre,0,Secundaria incompleta,Soltero,163.2,1400.0,32.3,21,2,1,93.3,227.7,529.6,149.5,0,Normal,Normal,Comercial,0.0,0,0.0
20,20.12,517.13,159,39,31-40,1,Con hijos,0.469,1,Mujer,1,Primaria completa,Soltero,167.5,450.0,84.7,8,2,2,116.0,110.0,488.7,61.2,0,CPP,Deficiente,Consumo,0.0,0,0.0
19,76.34,1183.45,228,33,31-40,1,Con hijos,0.62,2,Hombre,0,Secundaria incompleta,Soltero,146.5,2336.0,31.8,8,1,2,231.2,135.0,401.1,176.4,1,CPP,CPP,Comercial,2829.3,1,38.2
21,80.87,1057.9,230,28,26-30,2,Con hijos,0.419,3,Hombre,0,Secundaria incompleta,Soltero,126.6,3468.0,73.7,2,3,2,245.1,174.7,538.1,275.3,1,Normal,Normal,Ninguno,827.7,1,17.1
20,83.21,1700.11,211,26,26-30,0,Sin hijos,0.311,2,Hombre,0,Superior,Soltero,54.8,3171.0,109.7,23,3,2,292.6,26.2,329.5,236.5,0,Normal,CPP,Consumo,0.0,0,0.0
20,153.37,4825.5,138,26,26-30,0,Sin hijos,0.024,1,Mujer,1,Secundaria incompleta,Soltero,37.4,6195.0,53.1,10,3,2,137.3,53.8,373.4,325.2,1,Normal,Normal,Consumo,1343.5,3,6.5
19,30.7,188.35,111,29,26-30,1,Con hijos,0.282,2,Hombre,0,Secundaria completa,Casado,181.4,1283.0,49.8,5,3,3,388.9,195.8,726.6,70.9,1,Normal,Normal,Comercial,2905.3,4,6.4
20,32.44,382.85,128,21,18-25,0,Sin hijos,0.42,1,Hombre,0,Superior,Casado,176.0,1438.0,200.3,16,2,3,454.3,132.4,734.0,88.7,1,Deficiente,Normal,Consumo,3294.1,1,12.4
21,30.53,308.18,136,32,31-40,0,Sin hijos,0.272,3,Mujer,1,Secundaria completa,Casado,200.9,1193.0,141.2,19,1,3,78.4,31.7,225.4,60.1,1,Normal,CPP,Consumo,4777.9,2,19.5
20,41.64,61.9,107,30,26-30,1,Con hijos,0.255,2,Hombre,0,Primaria completa,Soltero,205.3,1466.0,207.5,1,3,2,117.4,198.3,344.8,125.2,0,Normal,CPP,Ninguno,0.0,0,0.0
21,54.11,264.65,124,30,26-30,1,Con hijos,0.392,3,Hombre,0,Secundaria incompleta,Casado,136.2,1576.0,95.7,13,1,3,57.9,224.3,393.9,105.5,1,Normal,CPP,Ninguno,7278.1,3,3.3
19,26.43,339.54,48,29,26-30,0,Sin hijos,0.617,1,Hombre,0,Secundaria incompleta,Soltero,203.4,649.0,158.7,4,2,3,135.9,11.9,195.1,70.9,1,Normal,CPP,Comercial,3755.1,4,7.2
20,18.3,468.01,103,27,26-30,0,Sin hijos,0.503,1,Hombre,0,Secundaria incompleta,Soltero,131.5,680.0,68.9,7,2,1,150.9,182.8,357.5,53.0,0,CPP,CPP,Ninguno,0.0,0,0.0
21,31.12,371.93,136,30,26-30,0,Sin hijos,0.443,3,Hombre,0,Secundaria incompleta,Soltero,193.6,1396.0,147.5,1,3,3,103.2,171.5,421.2,100.2,1,CPP,Normal,Consumo,2410.0,4,6.0
20,115.7,2293.21,136,30,26-30,0,Sin hijos,0.428,3,Mujer,1,Secundaria completa,Soltero,64.3,3666.0,54.6,2,3,1,490.9,255.2,763.6,343.4,1,Normal,CPP,Comercial,2442.0,2,3.9
19,60.75,1147.33,251,26,26-30,1,Con hijos,0.483,4,Mujer,1,Secundaria incompleta,Soltero,94.7,2314.0,30.4,16,2,2,41.8,191.1,312.4,188.2,1,Perdida,CPP,Comercial,2734.8,4,0.9
20,101.59,2200.08,186,25,18-25,0,Sin hijos,0.383,3,Hombre,0,Secundaria incompleta,Soltero,56.4,3289.0,207.0,14,2,2,45.3,301.3,391.0,337.9,1,Normal,CPP,Consumo,1366.0,1,6.7
20,48.78,426.23,112,27,26-30,1,Con hijos,0.338,1,Hombre,0,Superior,Soltero,156.6,1502.0,135.4,5,1,2,402.2,50.4,491.8,131.5,1,CPP,Deficiente,Consumo,1990.5,4,1.6
21,26.46,38.89,128,34,31-40,1,Con hijos,0.511,3,Hombre,0,Primaria incompleta,Soltero,146.4,801.0,206.1,14,2,2,18.0,74.8,123.9,84.5,0,Deficiente,Normal,Ninguno,0.0,0,0.0
21,85.53,2015.64,137,21,18-25,0,Sin hijos,0.366,1,Mujer,1,Secundaria incompleta,Casado,75.3,2790.0,93.4,17,1,3,265.2,267.1,612.8,168.0,0,Normal,Normal,Ninguno,0.0,0,0.0
21,48.28,122.92,116,19,18-25,0,Sin hijos,0.222,1,Mujer,1,Secundaria completa,Soltero,150.1,1409.0,92.3,12,2,1,78.0,64.5,206.2,151.1,0,Perdida,CPP,Comercial,0.0,0,0.0
21,28.21,295.68,141,27,26-30,0,Sin hijos,0.616,2,Mujer,1,Primaria completa,Casado,144.8,1092.0,106.1,20,1,2,226.4,444.4,759.0,54.8,0,Deficiente,Normal,Consumo,0.0,0,0.0
19,69.15,1404.76,256,29,26-30,2,Con hijos,0.12,4,Mujer,1,Secundaria completa,Casado,154.3,2894.0,164.1,12,2,2,32.1,19.6,143.4,233.0,0,Dudoso,Normal,Consumo,0.0,0,0.0
20,68.27,1953.76,150,28,26-30,0,Sin hijos,0.628,1,Hombre,0,Primaria completa,Soltero,65.3,2872.0,137.5,3,2,1,174.5,18.3,226.9,147.5,0,Normal,CPP,Consumo,0.0,0,0.0
21,21.85,0.0,129,28,26-30,2,Con hijos,0.476,2,Hombre,0,Secundaria completa,Soltero,168.0,561.0,205.8,21,1,1,108.8,36.0,164.3,40.3,0,Normal,Normal,Consumo,0.0,0,0.0
21,25.51,176.98,144,25,18-25,2,Con hijos,0.255,2,Mujer,1,Secundaria incompleta,Soltero,213.8,1081.0,34.8,21,1,1,361.3,107.6,516.0,45.8,0,Deficiente,Deficiente,Ninguno,0.0,0,0.0
19,19.76,375.83,61,34,31-40,1,Con hijos,0.404,3,Hombre,0,Secundaria incompleta,Soltero,191.6,564.0,164.6,2,3,1,62.5,221.3,327.0,37.0,0,Dudoso,Deficiente,Ninguno,0.0,0,0.0
20,32.34,319.45,157,18,18-25,0,Sin hijos,0.336,3,Hombre,0,Secundaria incompleta,Soltero,96.8,897.0,92.8,21,3,1,153.6,150.5,332.6,77.5,1,Dudoso,Normal,Comercial,2693.4,2,9.1
19,24.3,303.04,112,22,18-25,0,Sin hijos,0.521,1,Hombre,0,Primaria completa,Soltero,154.5,928.0,64.2,21,2,3,49.7,140.8,233.2,61.8,1,Dudoso,CPP,Ninguno,1963.6,2,6.2
19,34.34,196.81,135,26,26-30,1,Con hijos,0.518,3,Hombre,0,Primaria completa,Soltero,153.3,948.0,127.0,15,2,1,41.0,91.0,251.3,114.3,1,CPP,Normal,Consumo,2024.1,3,46.6
20,16.44,46.95,158,18,18-25,1,Con hijos,0.469,3,Hombre,0,Secundaria incompleta,Soltero,189.8,351.0,126.0,11,1,3,275.4,21.7,426.6,37.2,0,Normal,CPP,Ninguno,0.0,0,0.0
20,35.31,316.1,81,26,26-30,4,Con hijos,0.512,1,Hombre,0,Secundaria incompleta,Soltero,81.1,1036.0,56.0,10,2,1,127.4,28.2,223.7,68.3,0,Normal,Normal,Consumo,0.0,0,0.0
19,83.67,950.57,217,38,31-40,1,Con hijos,0.383,2,Mujer,1,Secundaria incompleta,Soltero,228.5,3183.0,68.4,18,3,1,299.0,16.1,362.0,250.0,0,Normal,CPP,Consumo,0.0,0,0.0
21,47.09,2649.02,160,28,26-30,0,Sin hijos,0.664,2,Hombre,0,Secundaria incompleta,Soltero,63.0,1327.0,107.6,23,1,2,75.5,53.9,221.3,83.3,1,Normal,Normal,Consumo,635.1,2,6.6
21,167.35,5075.45,181,26,26-30,1,Con hijos,0.484,1,Mujer,1,Secundaria incompleta,Soltero,39.5,5981.0,107.7,22,2,2,146.0,39.8,216.1,549.7,1,Normal,Normal,Ninguno,11491.6,4,19.3
21,44.28,151.71,175,20,18-25,1,Con hijos,0.328,1,Mujer,1,Secundaria completa,Soltero,214.4,1616.0,90.3,23,1,2,262.0,107.7,446.4,102.7,1,Normal,CPP,Consumo,4577.5,1,2.1
19,19.9,147.1,97,23,18-25,0,Sin hijos,0.522,1,Hombre,0,Secundaria incompleta,Soltero,255.0,763.0,58.2,24,3,2,293.2,79.0,471.1,54.3,0,Normal,Normal,Consumo,0.0,0,0.0
20,48.73,224.87,106,25,18-25,1,Con hijos,0.509,1,Hombre,0,Primaria incompleta,Soltero,203.5,2067.0,30.8,21,3,2,77.4,55.3,219.0,91.2,0,Perdida,CPP,Comercial,0.0,0,0.0
20,83.29,2043.12,178,26,26-30,0,Sin hijos,0.361,1,Hombre,0,Secundaria completa,Soltero,69.2,2566.0,214.3,2,3,2,239.1,83.8,433.9,149.2,0,Normal,Deficiente,Consumo,0.0,0,0.0
19,66.42,2382.21,128,34,31-40,0,Sin hijos,0.349,1,Hombre,0,Secundaria completa,Casado,57.0,1605.0,209.3,7,2,1,226.2,94.2,369.6,205.8,1,Normal,Normal,Consumo,5401.1,3,46.1
20,156.61,4960.23,197,28,26-30,0,Sin hijos,0.482,3,Hombre,0,Primaria completa,Soltero,36.6,4381.0,121.9,7,2,1,304.3,25.8,350.4,369.5,1,CPP,CPP,Ninguno,3656.7,4,6.9
21,79.82,973.16,263,22,18-25,1,Con hijos,0.398,3,Mujer,1,Secundaria incompleta,Soltero,137.7,2459.0,219.1,24,2,2,106.6,76.1,317.7,277.2,1,Deficiente,Normal,Consumo,2870.3,3,20.1
19,32.76,522.38,113,28,26-30,1,Con hijos,0.439,3,Hombre,0,Secundaria incompleta,Soltero,144.1,1240.0,158.0,7,2,2,179.0,51.4,292.7,83.5,1,Normal,Normal,Ninguno,1037.6,1,14.2
21,79.54,1144.96,244,31,31-40,0,Sin hijos,0.61,3,Hombre,0,Secundaria incompleta,Soltero,131.4,1617.0,43.1,23,2,2,168.4,49.8,260.4,253.8,0,Normal,Normal,Comercial,0.0,0,0.0
21,59.11,1303.26,225,35,31-40,0,Sin hijos,0.78,3,Hombre,0,Secundaria completa,Casado,111.5,1649.0,52.4,14,2,1,91.8,103.7,233.0,204.5,1,Normal,Normal,Consumo,9288.2,3,8.2
21,33.69,147.58,77,34,31-40,0,Sin hijos,0.321,1,Hombre,0,Primaria incompleta,Soltero,170.3,1331.0,204.1,24,3,2,220.3,219.4,460.7,69.5,1,Normal,Normal,Consumo,4714.8,3,10.8
21,52.21,1214.0,263,22,18-25,1,Con hijos,0.367,2,Mujer,1,Secundaria completa,Soltero,101.5,1920.0,149.7,2,3,2,237.9,105.3,507.2,161.9,0,Normal,Normal,Comercial,0.0,0,0.0
20,30.89,285.48,175,22,18-25,0,Sin hijos,0.411,2,Hombre,0,Primaria incompleta,Soltero,179.7,1183.0,190.2,2,2,1,75.9,427.2,512.8,47.7,1,CPP,Normal,Consumo,2705.5,2,1.0
21,22.96,0.0,123,20,18-25,0,Sin hijos,0.415,3,Hombre,0,Secundaria incompleta,Casado,171.7,925.0,200.7,23,3,1,349.9,116.5,476.3,65.7,1,Deficiente,Normal,Comercial,7071.0,4,5.6
20,61.7,1577.48,259,27,26-30,1,Con hijos,0.456,3,Mujer,1,Secundaria completa,Soltero,156.4,2442.0,115.1,15,1,3,188.9,215.0,481.9,184.5,0,CPP,CPP,Ninguno,0.0,0,0.0
21,44.36,432.41,143,29,26-30,0,Sin hijos,0.326,1,Hombre,0,Secundaria incompleta,Soltero,154.7,1644.0,39.2,11,2,2,43.9,35.1,114.3,108.9,1,Normal,Normal,Ninguno,6469.6,1,1.8
19,42.91,179.23,84,31,31-40,2,Con hijos,0.21,3,Mujer,1,Primaria incompleta,Soltero,280.7,1330.0,65.8,10,1,1,67.6,38.6,278.7,78.3,0,Normal,Normal,Comercial,0.0,0,0.0
19,38.09,73.47,174,26,26-30,0,Sin hijos,0.663,3,Hombre,0,Superior,Soltero,220.6,1698.0,42.6,3,2,3,226.7,108.9,440.3,104.1,1,Normal,Normal,Ninguno,3485.9,3,24.5
20,60.62,2189.89,178,26,26-30,1,Con hijos,0.492,1,Hombre,0,Secundaria completa,Soltero,36.3,2075.0,65.9,17,2,1,240.5,59.6,374.6,199.7,0,Normal,Normal,Consumo,0.0,0,0.0
19,28.84,251.81,171,27,26-30,0,Sin hijos,0.337,3,Mujer,1,Secundaria completa,Soltero,181.2,723.0,108.0,9,3,3,345.1,202.6,663.7,97.0,1,CPP,Deficiente,Consumo,2019.5,1,14.4
20,88.98,1212.36,216,23,18-25,1,Con hijos,0.466,4,Mujer,1,Secundaria incompleta,Casado,133.8,2431.0,52.5,15,1,3,88.7,138.8,297.6,266.3,0,Dudoso,CPP,Ninguno,0.0,0,0.0
20,79.13,2150.89,234,38,31-40,0,Sin hijos,0.675,3,Hombre,0,Primaria completa,Soltero,39.8,2954.0,61.7,14,3,2,95.1,104.7,324.9,160.4,1,Normal,Normal,Consumo,5061.2,4,8.0
21,104.47,1245.49,283,19,18-25,0,Sin hijos,0.282,2,Hombre,0,Superior,Casado,111.8,4505.0,114.7,19,2,2,473.6,90.2,666.9,338.6,1,Perdida,Normal,Comercial,2124.8,2,19.3
20,35.93,455.9,139,27,26-30,2,Con hijos,0.432,1,Hombre,0,Secundaria incompleta,Soltero,188.1,879.0,94.6,17,1,3,327.6,112.9,568.2,117.8,1,Dudoso,Deficiente,Ninguno,1723.9,2,13.2
20,74.69,1259.1,259,41,41+,0,Sin hijos,0.192,2,Hombre,0,Secundaria completa,Soltero,131.6,1648.0,118.9,22,2,2,160.6,71.2,367.0,166.9,0,Normal,CPP,Consumo,0.0,0,0.0
19,67.67,903.19,237,29,26-30,0,Sin hijos,0.382,2,Mujer,1,Secundaria incompleta,Soltero,181.0,2845.0,111.5,20,3,1,135.0,50.2,232.7,126.3,1,Normal,Normal,Consumo,3308.2,4,0.8
20,33.34,443.19,159,26,26-30,0,Sin hijos,0.492,2,Hombre,0,Secundaria incompleta,Soltero,207.8,1429.0,152.5,17,2,1,438.6,156.5,694.5,108.3,0,Normal,CPP,Comercial,0.0,0,0.0
20,74.71,2513.15,175,26,26-30,1,Con hijos,0.233,3,Hombre,0,Superior,Soltero,75.6,2010.0,208.1,16,2,3,51.0,48.8,148.0,244.3,0,CPP,Normal,Ninguno,0.0,0,0.0
21,175.7,5849.92,134,25,18-25,0,Sin hijos,0.272,2,Hombre,0,Secundaria incompleta,Soltero,29.5,5171.0,50.5,20,3,3,116.6,120.4,328.1,299.0,1,Normal,Normal,Consumo,3147.1,2,2.7
19,91.35,1822.13,131,34,31-40,2,Con hijos,0.52,2,Hombre,0,Primaria incompleta,Soltero,62.1,3335.0,48.9,8,2,1,177.8,345.1,544.6,313.7,1,Normal,Normal,Comercial,1649.9,3,39.8
19,65.21,2163.72,164,18,18-25,2,Con hijos,0.488,2,Hombre,0,Primaria completa,Casado,64.5,1842.0,192.0,7,1,1,247.0,245.3,600.7,167.3,1,Dudoso,Deficiente,Consumo,1808.1,2,4.9
20,57.03,1582.48,181,35,31-40,1,Con hijos,0.226,1,Mujer,1,Secundaria incompleta,Soltero,47.9,2391.0,126.2,12,3,3,76.6,62.0,353.7,198.9,0,Normal,CPP,Consumo,0.0,0,0.0
20,49.46,2241.29,169,20,18-25,0,Sin hijos,0.456,2,Mujer,1,Primaria incompleta,Soltero,43.4,1122.0,175.6,1,2,1,132.0,74.5,264.0,118.2,1,Normal,Normal,Consumo,1205.9,4,0.5
20,37.08,156.58,159,25,18-25,0,Sin hijos,0.484,3,Mujer,1,Secundaria incompleta,Soltero,229.3,777.0,70.9,12,3,1,142.7,280.8,485.5,95.2,0,Deficiente,Normal,Consumo,0.0,0,0.0
21,60.45,2583.86,102,25,18-25,0,Sin hijos,0.416,3,Hombre,0,Secundaria incompleta,Soltero,58.4,1524.0,187.5,6,2,3,633.2,92.3,759.6,122.8,0,Dudoso,Normal,Ninguno,0.0,0,0.0
19,41.86,963.7,255,32,31-40,1,Con hijos,0.563,2,Mujer,1,Secundaria completa,Casado,171.1,1137.0,205.5,16,3,2,345.3,227.5,739.3,138.0,0,Normal,Normal,Comercial,0.0,0,0.0
20,35.89,0.0,68,19,18-25,2,Con hijos,0.312,1,Hombre,0,Secundaria incompleta,Soltero,144.2,819.0,150.7,18,3,1,563.3,101.9,742.5,85.7,1,Normal,Normal,Ninguno,8941.9,4,18.6
